序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1759,300901,中胤时尚,12.26,0.0,0.0,116580.0,141978818.6,7.18,12.65,11.77,12.38,12.26,0.99,4.86,-89.39,2.97,2942400000.0,2942400000.0,0.25,0.57,-7.19,3.37
1760,300799,左江退,,,,,,,,,,1.08,,0.0,,,,,,,0.0,0.0
1761,300747,锐科激光,19.6,0.0,0.0,78799.0,155955899.89,2.96,20.04,19.46,19.57,19.6,0.67,1.55,69.19,3.37,11070507829.0,9981763383.0,0.0,-0.15,-4.48,2.3
1762,300742,越博退,,,,,,,,,,0.18,,0.0,,,,,,,0.0,0.0
1763,300526,中潜退,,,,,,,,,,0.56,,0.0,,,,,,,0.0,0.0
1764,300495,*ST美尚,,,,,,,,,,0.13,,0.0,,,,,,,0.0,0.0
1765,300431,暴风退,,,,,,,,,,0.28,,0.0,,,,,,,0.0,0.0
1766,300423,昇辉科技,7.11,0.0,0.0,70767.0,50894245.48,3.8,7.3,7.03,7.11,7.11,0.82,2.13,162.94,2.38,3537305272.0,2363481806.0,0.14,0.28,-14.75,2.75
1767,300393,中来股份,6.15,0.0,0.0,237898.0,148446192.43,3.58,6.33,6.11,6.16,6.15,0.83,2.49,-16.55,1.69,6701208252.0,5867521195.0,0.0,0.33,-16.67,-1.6
1768,300392,腾信退,,,,,,,,,,0.21,,0.0,,,,,,,0.0,0.0
1769,300372,欣泰退,,,,,,,,,,1.48,,0.0,,,,,,,0.0,0.0
1770,300367,网力退,,,,,,,,,,0.29,,0.0,,,,,,,0.0,0.0
1771,300362,天翔退,,,,,,,,,,1.34,,0.0,,,,,,,0.0,0.0
1772,300356,光一退,,,,,,,,,,1.69,,0.0,,,,,,,0.0,0.0
1773,300336,新文退,,,,,,,,,,0.25,,0.0,,,,,,,0.0,0.0
1774,300330,计通退,,,,,,,,,,2.45,,0.0,,,,,,,0.0,0.0
1775,300325,德威退,,,,,,,,,,0.25,,0.0,,,,,,,0.0,0.0
1776,300312,邦讯退,,,,,,,,,,0.3,,0.0,,,,,,,0.0,0.0
1777,300309,吉艾退,,,,,,,,,,0.23,,0.0,,,,,,,0.0,0.0
1778,300297,蓝盾退,,,,,,,,,,0.23,,0.0,,,,,,,0.0,0.0
1779,300282,三盛退,,,,,,,,,,0.13,,0.0,,,,,,,0.0,0.0
1780,300279,和晶科技,6.77,0.0,0.0,138063.0,94307934.8,3.55,6.94,6.7,6.79,6.77,0.58,3.01,46.96,3.41,3311203547.0,3101328091.0,0.15,0.15,-4.24,11.72
1781,300273,和佳退,,,,,,,,,,0.38,,0.0,,,,,,,0.0,0.0
